30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	19.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	25.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	25.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	26.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	25.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	25.0
30	0.5	0.01	5	1	10000	21.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	23.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	22.0
30	0.5	0.01	5	1	10000	24.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	20.0
30	0.5	0.01	5	1	10000	26.0
